"asn","name","source"
48796,"MTS PJSC","RIPE"
48797,"Odasiljaci i veze","PeeringDB"
48798,"SIA ""BITE Latvija""","RIPE"
48799,"COMMUNAUTE URBAINE DE STRASBOURG","RIPE"
48800,"ONETSOLUTIONS SAS","RIPE"
48801,"Arab Petroleum Investments Corporation (APICORP) JSC","RIPE"
48802,"OOO ""Povolzhskiy Processingoviy Center""","RIPE"
48803,"Mediateknik i Varberg AB","RIPE"
48804,"GlobalSign","PeeringDB"
48805,"Blue Water IT A/S","RIPE"
48806,"Stackster","RIPE"
48807,"IXcellerate","PeeringDB"
48808,"""BULBOACA & ASOCIATII""-S.P.A.R.L","RIPE"
48809,"HOSTEUR SAS","RIPE"
48810,"Internet Resources Management SRL","RIPE"
48811,"Atilim Universitesi","RIPE"
48812,"DataCenter Noord BV","RIPE"
48813,"Enix","PeeringDB"
48814,"Netbone Telekomunikasyon","PeeringDB"
48815,"Critical Case s.r.l","PeeringDB"
48816,"""Rosinter-Restaurants""","RIPE"
48817,"PRIZZ TELECOM","PeeringDB"
48818,"Netser","PeeringDB"
48819,"TIXEO","RIPE"
48820,"Ali Niknam","RIPE"
48821,"Mauve Mailorder Software GmbH & Co. KG","PeeringDB"
48822,"Universum bit","PeeringDB"
48823,"Hosting.de","RIPE"
48824,"Christian Kaufmann","RIPE"
48825,"Fast2host","PeeringDB"
48826,"Sberbank of Russia PJSC","RIPE"
48827,"JSC ""Uraltransbank""","RIPE"
48829,"SYKES Kozep Europa Kft","RIPE"
48830,"TransEuroCom","RIPE"
48831,"Axel Soft IT Group SRL","RIPE"
48832,"Linkdotnet-Jordan","PeeringDB"
48833,"Apoteket AB","RIPE"
48834,"Intersat","RIPE"
48835,"feroNet IT Services","PeeringDB"
48836,"Ana Hotels SA","RIPE"
48837,"SC ALFA WEB SRL","RIPE"
48838,"Rooyekhat Media Company","RIPE"
48839,"Softline Trade JSC","RIPE"
48840,"Perfect Presentation for commercial services","RIPE"
48841,"RADIX UNION, s.r.o","RIPE"
48842,"FRIEND IT","RIPE"
48843,"MUNICIPIUL BUCURESTI","RIPE"
48844,"Whatever","RIPE"
48845,"Trans Digital","RIPE"
48846,"INETUM ESPAÑA","PeeringDB"
48847,"WAVES","PeeringDB"
48848,"Telekom Servis T","RIPE"
48849,"Sika Informationssysteme","RIPE"
48850,"EPIX.Warszawa-KIX","PeeringDB"
48851,"Radware","RIPE"
48852,"Bunt Studio SRL","RIPE"
48853,"JSC PO Sevmash","RIPE"
48854,"team.blue Denmark A/S","RIPE"
48855,"SC ESSENTIAL SYSTEMS SRL","RIPE"
48856,"Silhouette International Schmied","RIPE"
48857,"Baloise Versicherung","RIPE"
48858,"Milecom","PeeringDB"
48859,"NET P.C. MACIEJ CZAPLUK","RIPE"
48860,"Harhimtel","RIPE"
48861,"Apaga Technologies CJSC","PeeringDB"
48862,"WAYPOINT SRLS","RIPE"
48863,"Ren Roros Digital AS","RIPE"
48864,"Centro Municipal de Informatica de Malaga","RIPE"
48865,"Computer Generated Solutions Romania S.R.L","RIPE"
48866,"Netcracker Technology EMEA","RIPE"
48867,"Akciju sabiedriba ""Regionala Investiciju Banka""","RIPE"
48868,"SOCIEDAD DE EXPLOTACION DE REDES ELECTRONICAS Y SERVICIOS, SA","RIPE"
48869,"Alfa Accountants en Adviseurs","RIPE"
48870,"Telenet SIA","RIPE"
48871,"Dustin Sverige AB","RIPE"
48872,"StarNet Solutii SRL","RIPE"
48873,"LLC ""Proxicom""","RIPE"
48874,"HOSTMAZE INC SRL-D","RIPE"
48875,"Goldman Sachs International","RIPE"
48876,"INTERA","PeeringDB"
48877,"Yunicom","RIPE"
48878,"GREATHOST-WEB-SRL","PeeringDB"
48879,"GEEKNODE","RIPE"
48880,"Webcraft Found","RIPE"
48881,"DATA NODE SRL","RIPE"
48882,"LLC Optima-East","RIPE"
48884,"Linea Directa Aseguradora","RIPE"
48885,"Neocarrier Communications","PeeringDB"
48886,"CSNet","PeeringDB"
48887,"CJSC INDIGO TAJIKISTAN","RIPE"
48888,"GRASS VALLEY BROADCAST SOLUTIONS","RIPE"
48889,"GLOBECORP a.s","RIPE"
48890,"SOLVO","RIPE"
48891,"JSC ""ALEF-BANK""","RIPE"
48892,"Physical person-businessman Bolotny Volodymyr Oleksiyovich","RIPE"
48893,"ESO TV Kft","RIPE"
48894,"Optimus IT d.o.o","RIPE"
48895,"Alternatifbank A.S","RIPE"
48896,"dhosting.pl Sp. z o.o","RIPE"
48897,"OOO KB Avia","RIPE"
48898,"Medical Science University Of Kashan","RIPE"
48900,"Info Data Center","RIPE"
48901,"DSNet CSP","PeeringDB"
48902,"Endsleigh Insurance Services","RIPE"
48903,"Rasaneh Mehr Vatan Co. PJS","RIPE"
48904,"Vaggeryds Energi AB","RIPE"
48905,"Uni-Web","RIPE"
48906,"ERGO Versicherung Aktiengesellschaft","RIPE"
48907,"Norttel s.r.o","RIPE"
48908,"STEINAR H. GUNDERSON KONSULENTTJENESTER","RIPE"
48909,"CityLine","RIPE"
48910,"Unitas Global","RIPE"
48911,"SVR","RIPE"
48912,"Online City","RIPE"
48913,"Budget Telecom","PeeringDB"
48914,"Zeppelin Rusland","PeeringDB"
48915,"PP Vitaliy Zayets","RIPE"
48916,"ZAO Kraftway Corporation PLC","RIPE"
48917,"Optinet","RIPE"
48918,"Globalways","PeeringDB"
48919,"UACITY","PeeringDB"
48920,"Toile-Libre","PeeringDB"
48921,"Yoursafe Holding","RIPE"
48922,"Domodedovo_IT_Services","RIPE"
48923,"Lecos Online","RIPE"
48924,"Voronenko Olena Kostyantunivna","RIPE"
48925,"VibeGAMES","PeeringDB"
48926,"Pe3ny Net","PeeringDB"
48927,"ESEVEN DevOps","PeeringDB"
48928,"U.M. 0296 BUCURESTI","RIPE"
48929,"Real Network and Tel SRL","RIPE"
48930,"Betty Ice SRL","RIPE"
48931,"3X Media International SRL","RIPE"
48932,"Saudi Arabian Airlines","RIPE"
48933,"Net","RIPE"
48934,"J.M.S. SAS","RIPE"
48935,"Mark Ham","PeeringDB"
48936,"Altagen JSC","RIPE"
48937,"The National Commercial Bank","RIPE"
48938,"Guard-Inform","RIPE"
48939,"Bitriver-K","RIPE"
48940,"Link","PeeringDB"
48941,"Aqua Telecom SRL","RIPE"
48942,"Daniel Eriksson Teknik AB","RIPE"
48943,"kapper.net","PeeringDB"
48944,"khalij fars Ettela Resan Company J.S","RIPE"
48945,"Open Fibre Networks","PeeringDB"
48946,"CJSC Comfortel","RIPE"
48947,"Aero.net.PL sp. z o.o","RIPE"
48948,"ENERGY DOT","PeeringDB"
48949,"Media-TV","RIPE"
48950,"GLOBAL COLOCATION","RIPE"
48951,"Telekom Deutschland","RIPE"
48952,"LUXUNIT GROUP S.L","RIPE"
48953,"Broadmax Iletisim","PeeringDB"
48954,"AIMES / ArrowNET","PeeringDB"
48955,"Internet Resources Management SRL","RIPE"
48956,"HyperNET","PeeringDB"
48957,"Telecommunications Resource Center","PeeringDB"
48958,"Grupo Baladig SL","RIPE"
48959,"Garmoniya","RIPE"
48960,"AQUA,a.s","RIPE"
48961,"Warwicknet","PeeringDB"
48962,"TeamDev","RIPE"
48963,"Wielkopolski Bank Spoldzielczy","RIPE"
48964,"Enterra","PeeringDB"
48965,"JC LLC Sarkor-Telecom","RIPE"
48966,"Ooredoo Palestine (Wataniya Mobile)","PeeringDB"
48967,"Cboe Europe","RIPE"
48968,"dnx network","RIPE"
48969,"Parus-Telecom","RIPE"
48970,"Natus Manufacturing","RIPE"
48971,"DATAWIRE","PeeringDB"
48972,"BetterBe","PeeringDB"
48973,"Netplan Internet Solutions","PeeringDB"
48974,"SC ITNS.NET SRL","RIPE"
48975,"Rus-Telecom","RIPE"
48976,"Nearoute","PeeringDB"
48977,"Descartes Systems (Belgium) NV","RIPE"
48978,"Orbitel","RIPE"
48979,"DAVLAT AXBOROT TIZIMLARINI YARATISH VA QO`LLAB QUVATLASH BO`YICHA YAGONA INTEGRATOR-UZINFOCOM","RIPE"
48980,"Pure Line Co. For Telecommunications & Internet","PeeringDB"
48981,"Netadmin Support","PeeringDB"
48982,"Valerii S&M Grup AD","RIPE"
48983,"Artmotion","RIPE"
48984,"Amt der Steiermaerkischen Landesregierung","RIPE"
48985,"Octopus TV","RIPE"
48986,"DiState","RIPE"
48987,"JYANG Net","PeeringDB"
48988,"HAICOM","RIPE"
48989,"Docker","RIPE"
48990,"AVATEL TELECOM, SA","RIPE"
48992,"Archidiecezja Lubelska","RIPE"
48993,"Department 7","RIPE"
48994,"Globalwire AB","RIPE"
48995,"IE Gilaskhanov Said Visirpashaevich","RIPE"
48996,"CENTRE HOSPITALIER PRINCESSE GRACE","RIPE"
48997,"Stichting Zorgring Noord Holland Noord","RIPE"
48998,"SC PC PLANET SRL","RIPE"
48999,"SC AVIDAL NET SRL","RIPE"
49000,"AVATEL TELECOM, SA","RIPE"
49001,"Leon Sp. z o.o","RIPE"
49002,"JSC ""Russian Post""","RIPE"
49003,"OJSC Perm Powersale Company","RIPE"
49004,"Asympto Networks Kft","RIPE"
49005,"Cat Technologies","RIPE"
49006,"SC ITNS.NET SRL","RIPE"
49007,"Agnieszka Magda Marczak-Ipatow trading as NET4ME","RIPE"
49008,"Elstir S.L","RIPE"
49009,"Freifunk Hamburg","PeeringDB"
49010,"Herning Kommune","RIPE"
49011,"MACS THD","RIPE"
49012,"Lenta","RIPE"
49013,"Fusion Media, s.r.o","RIPE"
49014,"Wirtschaftskammer Oesterreich","RIPE"
49015,"SAVSKE-ELEKTRARNE-LJUBLJANA-DOO","RIPE"
49016,"JSC Georgian State Electrosystem","RIPE"
49017,"GAIJIN NETWORK","RIPE"
49018,"Konstantin Tourov trading as Ixus Trade","RIPE"
49019,"Olli Trans","RIPE"
49020,"FiberSkynet","PeeringDB"
49021,"SOCIETATEA NATIONALA DE TRANSPORT GAZE NATURALE TRANSGAZ SA","RIPE"
49022,"Polymer Mana Medicine","RIPE"
49023,"INOVO SOLUTIONS SRL","RIPE"
49024,"FHE3","PeeringDB"
49025,"Prozeta","PeeringDB"
49026,"Wirehive","RIPE"
49027,"Turkiye Sinai Kalkinma Bankasi Anonim Sirketi","RIPE"
49028,"D-LAKE","PeeringDB"
49029,"PROLINK","PeeringDB"
49030,"APPLIED TECHNOLOGIES INTERNET SAS","RIPE"
49031,"LLC Telemir","RIPE"
49032,"Address Management","RIPE"
49033,"Critical Core","PeeringDB"
49034,"Laudert GmbH + Co. KG","RIPE"
49035,"Mikrolan Sp. z o.o","RIPE"
49036,"SIA ""Euro Live Technologies""","RIPE"
49037,"PG-19","PeeringDB"
49038,"EUROLINE TELECOM","PeeringDB"
49039,"OOO ""Telemaks""","RIPE"
49040,"K and D UNISAT -TV","RIPE"
49041,"Globalkom 2","RIPE"
49042,"Phanes Networks","RIPE"
49043,"Novartis","RIPE"
49044,"DIGI SLOVAKIA, s.r.o","RIPE"
49045,"Arjen Halma trading as Halma Automatisering","RIPE"
49046,"VRT NV van Publiek Recht","RIPE"
49047,"Pentacomp Systemy Informatyczne","RIPE"
49048,"JSC ""ER-Telecom Holding""","RIPE"
49049,"Bath North East Somerset Council","RIPE"
49050,"LLC MKK ""Jet Money Microfinance""","RIPE"
49051,"Digital Technology ApS","RIPE"
49052,"DATA ZYX","PeeringDB"
49053,"LLC Wildberries","RIPE"
49054,"TELEFONICA DIGITAL ESPANA, S.L","RIPE"
49055,"New information technologies","RIPE"
49056,"Inel Internacional Dooel Kavadarci","RIPE"
49057,"Telecom Express","RIPE"
49058,"OOO SPARK TELL","RIPE"
49059,"Salomaa Yhtiot Oy","RIPE"
49060,"Elena Shlapak","RIPE"
49061,"WHG (International)","RIPE"
49062,"DOMO MEDIA SRL","RIPE"
49063,"LLC Dataline","PeeringDB"
49064,"PS TelecomService","RIPE"
49065,"Aka Networks","PeeringDB"
49066,"PHAETON PLUS d.o.o","RIPE"
49067,"10LINE TELEKOMUNIKASYON INTERNET VE ILETISIM HIZ A.S","RIPE"
49068,"STORMSHIELD SAS","RIPE"
49069,"AspireGlobal Marketing Solutions","RIPE"
49070,"Telecompany Viza-2","PeeringDB"
49071,"Schweizerische Radio- und Fernsehgesellschaft","RIPE"
49072,"Novatech EOOD","RIPE"
49073,"Moviement srl","RIPE"
49074,"SC TECHNOLOGICAL SRL","RIPE"
49075,"""Radio-electronic Systems Institute ""","RIPE"
49076,"COMPASS ELECTRO-OPTICAL SYSTEMS","RIPE"
49077,"LLC ""Ostankino Telecom""","RIPE"
49078,"SC UBISOFT SRL","RIPE"
49079,"Conapto AB","RIPE"
49080,"SMARTSYSTEMS","RIPE"
49081,"GLOBALFOUNDRIES Dresden Module Two LLC & Co.KG","RIPE"
49082,"ZONES AS","RIPE"
49083,"MEMONET SAS","RIPE"
49084,"SIVIN CONSULT","RIPE"
49085,"Netnik","PeeringDB"
49086,"12systems","RIPE"
49087,"JSC ""Podilskiy Tcement""","RIPE"
49088,"TELMEKOM","PeeringDB"
49089,"Otbasy Bank JSC","RIPE"
49090,"Budapest Stock Exchange","RIPE"
49091,"Telecom-garant","RIPE"
49092,"Bayerische Boerse Aktiengesellschaft","RIPE"
49093,"KGKU ITC Primorskogo kraya","RIPE"
49094,"Omer GOLGELI","RIPE"
49095,"PRAHA12.com s.r.o","RIPE"
49096,"Geodis Wilson Holding AB","RIPE"
49097,"Fujitsu Services","RIPE"
49098,"Studiya NOVA","RIPE"
49099,"Tadbir Pardaz IT Group","RIPE"
49100,"Pishgaman Toseeh Ertebatat Company (Private Joint Stock)","RIPE"
49101,"KABELOVA TELEVIZE CZ","PeeringDB"
49102,"Connected sp. z o.o","PeeringDB"
49103,"Asr-e Enteghal-e Dadeha Company (Private J.S.)","RIPE"
49104,"Boursa Kuwait Stock Exchange","RIPE"
49105,"Maobuni","PeeringDB"
49106,"Opticom Group","PeeringDB"
49107,"""Telko"" JSC","RIPE"
49108,"Ltd Fortuna","RIPE"
49109,"Ringier Axel Springer Polska Sp. z o.o","RIPE"
49110,"FUTURE TECHNOLOGY COMPANY FOR TECHNOLOGY AND INFORMATICS SERVICES","PeeringDB"
49111,"Ecotel","RIPE"
49112,"ARMOR CONNECTIC SAS","RIPE"
49113,"Petignat Jean-Charles trading as Cablotel Telereseaux","RIPE"
49114,"APPLIC8 SA","RIPE"
49115,"E-MAX INTERNET & IT","PeeringDB"
49116,"Ministry of Defense and Aviation","RIPE"
49117,"DTnet Detva s.r.o","RIPE"
49118,"GIESECKE + DEVRIENT MOBILE SECURITY IBERIA","RIPE"
49119,"TELENIA","PeeringDB"
49120,"Gorset","PeeringDB"
49121,"Infinity Telecom","PeeringDB"
49122,"Internet BlueNET doo Cacak","RIPE"
49123,"S.C. Retele de Comunicatii Avansate S.R.L","RIPE"
49124,"CentroSet","PeeringDB"
49125,"Uteam","PeeringDB"
49126,"IHS Kurumsal Teknoloji Hizmetleri A.S","RIPE"
49127,"Asimo Networks","PeeringDB"
49128,"OAO Russian Railway","RIPE"
49129,"LTD CGC","RIPE"
49130,"SysEleven CDN","PeeringDB"
49131,"PE Voloschenko Olexandr Volodumirovich","RIPE"
49132,"JSC IC Allianz","DB-IP"
49133,"Stefan Fransen trading as Xeniox","RIPE"
49134,"10VPN Research Network","PeeringDB"
49135,"Wirtschaftskammer Oberoesterreich","RIPE"
49136,"OJSC Telecommunication networks","PeeringDB"
49137,"ADSN Association declaree","RIPE"
49138,"ServedBy EU","PeeringDB"
49139,"PE Prujmak Olexandr Olegovich","RIPE"
49140,"Logitel","RIPE"
49141,"Intrum Sp. z o.o","RIPE"
49142,"HBO Europe s.r.o","RIPE"
49143,"Ringier Axel Springer Polska Sp. z o.o","RIPE"
49144,"PJSC ""Vimpelcom""","RIPE"
49145,"Sigma Software","RIPE"
49146,"DosTLink","RIPE"
49147,"ET ASNET - Altan Halim","RIPE"
49148,"Atieh Dadeh Pardaz","RIPE"
49149,"EDFPL-NET","PeeringDB"
49150,"S.C. Ind Web S.R.L","RIPE"
49151,"Tomasz Gruca","RIPE"
49152,"KARDOL SAS","RIPE"
49153,"KMK-Telecom","RIPE"
49154,"MTS PJSC","RIPE"
49155,"IK-Servis","RIPE"
49156,"Izhline","RIPE"
49157,"Star Network and Promotion","RIPE"
49158,"Wifinity","PeeringDB"
49160,"ASTEIS-TELECOM","RIPE"
49161,"Zapp Systems","RIPE"
49163,"Kabel-TV Amstetten","RIPE"
49164,"Aramis Invest SRL","RIPE"
49165,"JSC ""Severen-Telecom""","RIPE"
49166,"Dawico Deutschland","RIPE"
49167,"COMUTEL d.o.o","RIPE"
49168,"PE Brok-X","RIPE"
49169,"SC ETA2U SRL","RIPE"
49170,"MTS PJSC","RIPE"
49171,"Hypermedia SRL","RIPE"
49172,"AB Svenska Spel","RIPE"
49173,"Telecable Almonte, S.L","RIPE"
49174,"Teen Telecom SRL","RIPE"
49175,"Gedik Yatirim Menkul Degerler A.S","RIPE"
49176,"Elemental.tv OOD","RIPE"
49177,"GROUPAMA SIGORTA A.S","RIPE"
49178,"Nadunet Telecom","PeeringDB"
49179,"Tendence","RIPE"
49180,"Bricostore Hungaria Kft","RIPE"
49181,"Limited Liability Company DZHISIIKS","RIPE"
49182,"British Telecommunications PLC","RIPE"
49183,"Galichina Telekommunication","PeeringDB"
49184,"MediaService","RIPE"
49185,"PROTONET Adrian Ludyga","PeeringDB"
49186,"Federal State Institution Research and Development Institute ""Voskhod"", FGAU","RIPE"
49187,"YOUTHIDC","RIPE"
49188,"Three A Hub","PeeringDB"
49189,"Joonas Ahonen","RIPE"
49190,"X-COM Partners","PeeringDB"
49191,"IP SERVICES Sp. zo.o","RIPE"
49192,"Openfactory Services","PeeringDB"
49193,"Unifon AS","RIPE"
49194,"EVODA TELECOM SRL","RIPE"
49196,"INSYS Video Technologies Co. Sp. z o.o","RIPE"
49197,"Medicover Sp. z o.o","RIPE"
49198,"MAKSNET d.o.o. Beograd","RIPE"
49199,"Autonomous Nonprofit Organisation ""Russian Scientific-Research Institute for Public Networks""","RIPE"
49200,"Sperasoft Poland Sp. z o.o","RIPE"
49201,"John Macleod trading as Howick Digital","RIPE"
49202,"HostOffice Kft","PeeringDB"
49203,"ERB IT SHARED SERVICES","RIPE"
49204,"TOV ""ITT""","RIPE"
49205,"Kuwait Petroleum Corporation","PeeringDB"
49206,"PeakFactory","PeeringDB"
49207,"Sangan Khorasan Steel Mineral Industry Company (JSC)","RIPE"
49208,"VUZ Bank","RIPE"
49209,"China Telecom Europe","RIPE"
49210,"LLC ""IT Telecom""","RIPE"
49211,"Joint Stock Company ""Sitronics KT""","RIPE"
49212,"REALE SEGUROS GENERALES","RIPE"
49213,"PJSC ""Pivdennyj Ghirnycho-Zbaghachuvaljnyj Kombinat""","RIPE"
49214,"Midt IT AS","RIPE"
49215,"Burgo Group","RIPE"
49216,"Voxeo Europe","RIPE"
49218,"Nizhnetagilskie Kompyuternye Seti","PeeringDB"
49219,"L2CT","RIPE"
49220,"AirIT Services","RIPE"
49221,"Atlantek Computers Teoranta","RIPE"
49222,"Telenor Connexion AB","RIPE"
49223,"""Everest"" Broadcasting Company","PeeringDB"
49224,"Public Corporation Ukrplastic","RIPE"
49225,"CCCB-NET","PeeringDB"
49226,"Iris Visia","PeeringDB"
49227,"Ukrainian Internet Names Center","RIPE"
49228,"Hormozgan University Of Medical Sciences","RIPE"
49229,"ANS Group","PeeringDB"
49230,"ARUM TECHNOLOGIES","RIPE"
49231,"Chernogolovskaya Telefonnaya Kompaniya","RIPE"
49232,"Rackfish AB","PeeringDB"
49233,"Pasat Link","RIPE"
49234,"Bundesamt fuer Sicherheit in der Informationstechnik","RIPE"
49235,"TomGate","RIPE"
49236,"4 Synergy","RIPE"
49237,"DreamLab Technologies","RIPE"
49238,"DrWeb","RIPE"
49239,"Nanida","PeeringDB"
49240,"Alinma Bank","RIPE"
49241,"The joint-stock Bank 'ROSEVROBANK'","RIPE"
49242,"Internet Union Spolka Akcyjna","PeeringDB"
49243,"The state institution ""The Main Economic Office"" of the Administrative Affairs Office of the President of the Republic of Belarus","RIPE"
49244,"Scancom s.r.o","RIPE"
49245,"SIIX Route Servers","PeeringDB"
49246,"JSC TRADING HOUSE GUM","RIPE"
49247,"East Sussex Fire Authority","RIPE"
49248,"Ministry of Higher Education and Scientific Research","RIPE"
49249,"Nominum, Inc. Europe","PeeringDB"
49250,"onecentral","PeeringDB"
49251,"Ulricehamns Energi AB","RIPE"
49252,"SC Prolink System SRL","RIPE"
49253,"Bringo","RIPE"
49254,"Alternet","RIPE"
49255,"TeleGlobal","RIPE"
49256,"INDUSTRIA MUNDUM S.R.L","RIPE"
49257,"American Express Company (Saudi Arabia) PJS","RIPE"
49258,"Domena.pl sp. z o.o","RIPE"
49259,"RoDelta Business Solutions SRL","RIPE"
49260,"EDGOO NETWORKS UNIPESSOAL LDA","RIPE"
49261,"Lekstar Communication","RIPE"
49262,"Ataccama Software, s.r.o","RIPE"
49263,"Safe Hosts Internet LLP","RIPE"
49264,"Wezyr Holiday Service Sp. z o.o","RIPE"
49265,"Cooperativa Sociale Galileo A.r.l","RIPE"
49266,"SC FLASHNET SA","RIPE"
49267,"Baikal Teleport CJSC","RIPE"
49268,"AMPR Belgium","PeeringDB"
49269,"3S","RIPE"
49270,"SYNAPTIC SYSTEMS SRL","RIPE"
49271,"Bitbakers","PeeringDB"
49272,"Trafikverket","RIPE"
49273,"Ucell","PeeringDB"
49274,"Takeda","RIPE"
49275,"Samsung SDS Europe Ltd. GermanBranch Zweigniederlassung Deutschland","RIPE"
49276,"Zemlyaniy Dmitro Leonidovich","RIPE"
49277,"Open Makers Michal Zuchowski","RIPE"
49278,"IKT-KAPASITETER","RIPE"
49279,"BEFL","RIPE"
49280,"Ruslan Saifullin","RIPE"
49281,"M100","RIPE"
49282,"Ficolo","PeeringDB"
49283,"Setera Oy","RIPE"
49284,"Milano Teleport SRL","RIPE"
49285,"ITAF","PeeringDB"
49286,"Lobulous Corp","PeeringDB"
49287,"Melbikomas UAB","RIPE"
49288,"PJSC Rosgosstrakh Bank","RIPE"
49289,"MEDIA VENETO","PeeringDB"
49290,"Maniera Service","PeeringDB"
49291,"JSC RTComm.RU","RIPE"
49292,"GOTANET DK","PeeringDB"
49293,"Digital Tehnology","RIPE"
49294,"LEONI","RIPE"
49295,"S.C. Asigurarea Romaneasca - ASIROM Viena Insurance Group","RIPE"
49296,"Broadcore","PeeringDB"
49297,"Cloud 9","RIPE"
49298,"SC Soft-Tech SRL","RIPE"
49299,"DGN TEKNOLOJI A.S","RIPE"
49300,"IBSELEKTRONICS","PeeringDB"
49301,"Joint Stock Company TransTeleCom","RIPE"
49302,"ACTIV NET SRL","RIPE"
49303,"Niscayah Group AB","RIPE"
49304,"SAKURA LINK","PeeringDB"
49305,"Alsycon","RIPE"
49306,"ONGOZA","RIPE"
49307,"Kansloos","RIPE"
49308,"Credit Guard","RIPE"
49309,"NNIT A/S","RIPE"
49310,"Niscayah AS","RIPE"
49311,"Regional TeleSystems","RIPE"
49312,"Message Solution","RIPE"
49313,"Seva-Host","RIPE"
49314,"J.M.S. SAS","RIPE"
49315,"Centrsvyaz CJSC","RIPE"
49316,"NCRYPTD","PeeringDB"
49317,"Abdul Kadir Al-Muhaidib & Sons Company CJS","RIPE"
49318,"TELEFONICA TECH UK MANAGED SERVICES","RIPE"
49319,"Zinchenko Vasiliy Anatolevich","RIPE"
49320,"Golitsyno Telecom","PeeringDB"
49321,"ITgration","PeeringDB"
49322,"ViM Internetdienstleistungen","PeeringDB"
49323,"Ubilink","RIPE"
49324,"Nottingham City Council","RIPE"
49325,"Kvartal Plus","RIPE"
49326,"AO PACTOUR Agency","RIPE"
49327,"TOV ""Telza""","RIPE"
49328,"PRIVIANET s.a.r.l","RIPE"
49329,"Nasdaq Technology AB","RIPE"
49330,"ET Nikolay Petrov - Niko","RIPE"
49331,"T2 Mobile","RIPE"
49332,"Lanet Network","PeeringDB"
49333,"Roularta Media Group","RIPE"
49334,"SH ONLINE ILETISIM ANONIM SIRKETI","RIPE"
49335,"Josef Nopp","RIPE"
49336,"Zlato Telecom-Smolensk","RIPE"
49337,"NPE Blinkov Oleksiy Volodymyrovych","RIPE"
49338,"ALPHA BANK CYPRUS","RIPE"
49339,"GOU VPO Yugra State University","RIPE"
49340,"Svyaz'-Invest Severo-Zapad","PeeringDB"
49341,"Netkom IT Services","RIPE"
49342,"SpeedyLine","PeeringDB"
49343,"GAMESA CORPORACION TECNOLOGICA","RIPE"
49344,"Ziron","PeeringDB"
49345,"StarTelecom","RIPE"
49346,"Internet Service","RIPE"
49347,"PUBLIC JOINT STOCK COMPANY ""TRANSCAPITALBANK""","RIPE"
49348,"ENGINYRING EUROPE SRL","RIPE"
49349,"dotsi","PeeringDB"
49350,"MTS PJSC","RIPE"
49351,"Digital communications standards","RIPE"
49352,"""Domain names registrar REG.RU""","RIPE"
49353,"Valor Information Technologies, S.L","RIPE"
49354,"TANGO NETWORKS UK","RIPE"
49355,"ACCIAI SPECIALI TERNI","RIPE"
49356,"SamaraEnergo PJSC","RIPE"
49357,"Klick","RIPE"
49358,"OJSC ""GUTA-BANK""","RIPE"
49359,"Dmitry Kozhushko","RIPE"
49360,"Positivo","PeeringDB"
49361,"Gazprom Transgaz Yugorsk","RIPE"
49362,"DSV Panalpina","PeeringDB"
49363,"Ucom CJSC","RIPE"
49364,"Serv.Ge","RIPE"
49365,"Universitatea Politehnica din Timisoara","RIPE"
49366,"Kassenaerztliche Bundesvereinigung","RIPE"
49367,"Seflow S.N.C. Di Marco Brame & C","PeeringDB"
49368,"DomoLAN","PeeringDB"
49369,"Staff Governor and Government of the Orenburg region","RIPE"
49370,"Polski Koncern Naftowy Orlen","RIPE"
49371,"Shark Telecom","RIPE"
49372,"TINHAT LLP","RIPE"
49373,"JSC ""Universal Card Technologies""","RIPE"
49374,"BFD-IX Route Servers","PeeringDB"
49375,"No One Internet","PeeringDB"
49376,"Belka-Telecom","RIPE"
49377,"JSC""Yamaltelekom""","RIPE"
49378,"Extreme IX Route Servers","PeeringDB"
49379,"SC Verida Credit IFN SA","RIPE"
49380,"PJSC Moscow city telephone network","RIPE"
49381,"Com-Site","RIPE"
49382,"FANAVARI HAMRAH PAYDA Co. ( Private J.S.)","RIPE"
49383,"M-Tel Consulting SRL","RIPE"
49384,"ROMATSA","RIPE"
49385,"Windmill Telecom OU","RIPE"
49386,"Polnocny Klaster ICT (KWIDZYN)","PeeringDB"
49387,"Springs-Net EOOD","RIPE"
49388,"Inspirit Cloud, S.L","RIPE"
49389,"Privately owned enterprise Alexsandrov Yuriy Viktorovich","RIPE"
49390,"OJSC ""Specialized Depositary INFINITUM""","RIPE"
49391,"Joint Israel","RIPE"
49392,"LLC Baxet","RIPE"
49393,"Solutions Factory","RIPE"
49394,"BusinessInterSoft","RIPE"
49395,"RTCloud","RIPE"
49396,"Llwynygorras Cyf","RIPE"
49397,"Sava-Group Oy","RIPE"
49398,"Clarity Telecom","RIPE"
49399,"Destiny N.V","RIPE"
49400,"PageMaster","RIPE"
49401,"Bink Networks","PeeringDB"
49402,"Comtrade nepremicnine d.o.o","RIPE"
49403,"AVK-Wellcom","PeeringDB"
49404,"Russian Servers","RIPE"
49405,"Motto VoIP","PeeringDB"
49406,"Fast Wireless Internet","RIPE"
49407,"PharmaSwiss d.o.o. Ljubljana","RIPE"
49408,"Securitas AB","RIPE"
49409,"Iver Norge","PeeringDB"
49410,"BizTelecom","PeeringDB"
